 A B C D E
8077 90864 24976 70984 79767 82075
8078 91689 65023 58776 87905 44631
8079 40887 83621 10005 2565 14634
8080 96846 85140 16972 66112 16049
8081 31140 29868 59555 35440 39706
8082 32657 59471 94366 79427 34419
8083 90270 82813 35696 25580 75941
8084 95899 7467 54022 37498 41876
8085 75004 4363 34333 93483 38618
8086 19296 55749 7498 9640 15232
8087 43672 15934 56402 85325 3880
8088 82566 20316 22290 87261 96098
8089 81994 41786 80909 95345 75506
8090 74091 92369 83113 5813 55873
8091 26054 29247 35774 57772 63884
8092 40913 93979 29275 82879 68186
8093 60507 4647 5630 47093 61887
8094 17962 51819 32904 27522 69257
8095 47423 9299 56928 505 54013
8096 82290 97598 94226 7653 25193
8097 98010 71277 9684 9812 45784
8098 65317 47434 44258 60081 9082
8099 62566 58949 72720 64842 20026
8100 28017 22590 55692 97279 52763
8101 46687 16379 36164 1250 12855
8102 68206 49687 97040 16394 36535
8103 88493 71817 98109 78258 48408
8104 48751 97266 13821 11577 87605
8105 96721 6768 77831 60062 31187
8106 56249 40068 947 8658 91508
8107 6818 47629 23696 18601 74203
8108 15462 42051 61540 38213 80502
8109 20165 77558 91590 21659 33446
8110 55028 71320 46012 48510 56440
8111 18625 23129 19123 31100 32976
8112 78582 30505 23389 33312 92518
8113 87913 73675 37474 44835 45288
8114 2378 54239 41450 96550 36981
8115 70289 88929 39800 80749 74932
8116 8214 19131 8107 99471 73001
8117 24481 83547 24395 8501 64218
8118 48188 40301 48220 41939 91182
8119 22990 99380 51535 30144 22085
8120 83425 32115 75653 45102 5030
8121 53818 12934 37827 25288 79269
8122 65701 44110 56743 98987 85237
8123 69721 8534 74323 59851 53920
8124 82932 60494 51753 27954 95141
8125 67421 63369 57967 51389 8371
8126 16349 98285 8452 44681 57259
8127 96583 58214 75255 96092 57731
8128 38291 80614 4614 75805 32828
8129 82945 25091 27142 44864 32431
8130 58751 97329 28570 65406 89271
8131 41455 51523 41338 64853 36889
8132 77914 71880 4659 5773 71306
8133 26398 89974 27279 87968 65869
8134 47801 31375 53368 99370 50764
8135 11402 42149 95897 46180 18821
8136 29075 36090 79034 19382 93472
8137 60924 27391 36954 92672 85672
8138 6066 79463 28207 3288 14894
8139 85509 14050 46564 73790 20431
8140 54870 47357 96106 72919 538
8141 37241 59646 72038 18710 76381
8142 13019 85959 40736 60652 75013
8143 78760 15394 61252 34244 28929
8144 76901 19065 74178 2712 47797
8145 75083 87731 84927 4302 97988
8146 11188 35886 61275 62321 90807
8147 32393 55742 79025 34074 40602
8148 57196 80529 82679 72808 23671
8149 41119 38318 38917 55267 80778
8150 7341 51039 37641 30345 32543
8151 27283 90310 37442 32238 19559
8152 40805 72907 11937 30024 9964
8153 86502 65675 56108 30300 25856
8154 23416 98232 51987 87027 19171
8155 62398 68312 79497 99424 38591
8156 58390 76609 14855 18736 19022
8157 65069 50232 91176 82262 71847
8158 6823 67391 22950 97101 51489
8159 5479 81819 25327 39797 18456
8160 36387 25681 83899 67001 56194
8161 77220 6336 12180 65480 47986
8162 49358 43815 65706 4724 96745
8163 72038 58435 98097 11533 25637
8164 19232 6654 21290 34119 62330
8165 39745 71980 46920 21868 24997
8166 23758 81450 20999 21916 60005
8167 59733 34541 77289 55799 41036
8168 87301 90434 62475 11761 8465
8169 47343 15365 39907 67179 55986
8170 50888 72715 895 60005 8263
8171 79646 82244 10798 86311 92156
8172 64286 57046 45008 88445 33778
8173 9670 58814 66995 65578 2018
8174 64773 59460 98847 32201 93925
8175 7098 56983 52593 6175 388
8176 23996 86683 98441 79174 13505
8177 87509 20595 40369 30853 57749
8178 47102 1039 32705 422 6544
8179 99176 63057 95456 37291 18091
8180 11606 55100 26571 42754 43679
8181 47780 93354 9776 85453 39443
8182 24990 39291 33208 60542 22576
8183 1218 67284 88477 95319 45844
8184 3699 91554 45574 56851 33130
8185 48048 30327 8728 2158 1469
8186 43174 79961 13764 72560 20295
8187 42583 18619 39736 95983 3100
8188 27139 34043 93473 84796 35149
8189 80387 34069 19134 49591 37190
8190 93326 48351 29997 6214 51810
8191 97990 99671 59450 77266 50198
8192 16319 65139 53236 28704 53398
8193 52219 39793 3309 58702 36157
8194 46940 85732 18521 87220 70840
8195 43613 86359 28148 6862 53416
8196 31866 62388 11638 24462 15737
8197 87187 69416 80650 62802 71225
8198 66789 35464 68233 3117 51953
8199 48642 20134 79366 14143 52822
8200 53268 50101 75433 60386 71924
8201 28197 73535 56605 78620 45564
8202 61430 71433 69659 87220 20805
8203 92973 52222 49761 98403 64837
8204 22128 86238 76226 71812 90794
8205 85712 41009 8060 89090 30228
8206 98245 78723 28818 66168 83906
8207 5800 61032 161 16748 3104
8208 33750 30852 49557 85776 20627
8209 8605 14390 78937 55129 71702
8210 88154 89381 96564 14823 28048
8211 80057 88179 39207 39744 40589
8212 44452 27407 24760 28820 38198
8213 72466 70332 2188 37375 90991
8214 76480 47013 67602 58082 83591
8215 5881 2149 4555 47686 20530
8216 4817 9549 9979 90293 69423
8217 71890 9006 77318 25215 20034
8218 17179 13722 70834 50425 24460
8219 30950 31007 68628 23053 42686
8220 44458 49430 55593 10402 82719
8221 51213 94697 79597 67419 64659
8222 57057 99904 97416 23964 92211
8223 22539 61600 35503 91081 41033
8224 94246 20311 91704 63782 83207
8225 14536 46326 88174 72407 45075
8226 43085 83473 75152 86923 52574
8227 53173 4325 31369 23871 62473
8228 56145 77600 4399 48769 59554
8229 95635 83687 49817 89537 57050
8230 85359 52378 57909 98669 3045
8231 16590 56251 1868 9197 79494
8232 64936 57304 99321 80008 75238
8233 1726 57402 22339 74597 93551
8234 1875 85947 98372 36212 68500
8235 69797 81067 84552 85128 61081
8236 82274 93921 74143 810 380
8237 79647 52220 47793 11230 46701
8238 52547 16370 33084 51645 29745
8239 92451 34181 40467 58953 67879
8240 68375 43949 82620 47563 25584
8241 64693 80272 85110 54899 52985
8242 12889 67022 17775 81663 19907
8243 43734 24457 30502 73960 92119
8244 4110 21945 97202 11151 40016
8245 79685 73655 32033 17275 85218
8246 56401 93555 73292 68836 738
8247 50940 81307 13506 50421 59317
8248 69377 7966 85624 48579 43814
8249 44565 72768 39347 87885 71587
8250 67110 20571 70050 97041 33761
8251 59837 95170 55356 36108 95611
8252 71368 75886 22194 14030 50011
8253 72266 54366 48502 89881 15477
8254 77006 14560 41981 33904 19563
8255 96825 21446 77211 25604 27933
8256 20814 49430 71384 57238 8541
8257 77558 97506 47713 86961 32023
8258 47228 26762 91859 64682 90405
8259 9090 7963 23971 32916 7955
8260 53353 63263 4681 24030 49523
8261 11964 81064 30207 65872 82784
8262 29961 1013 70321 59042 39426
8263 65156 64696 35635 19495 44327
8264 17947 9364 56566 155 38719
8265 46767 78810 96100 99105 99641
8266 54793 24948 69254 71500 51894
8267 91130 22781 88803 94321 97875
8268 90920 15977 37396 37976 25277
8269 40055 25448 53628 72181 28008
8270 15161 73232 46622 5110 28317
8271 2500 55432 23128 12148 47634
8272 40756 17098 30461 75593 1879
8273 57209 96275 39321 36543 9335
8274 82827 15874 29636 33260 42920
8275 53976 72868 68370 62669 64540
8276 16806 91490 23091 30273 88847
8277 34007 59303 64497 43039 15779
8278 42024 24712 12479 2157 68215
8279 68383 46443 80343 33252 88462
8280 84643 6103 93508 46094 44198
8281 11866 25461 33892 40725 60259
8282 85838 55602 60881 36459 32290
8283 96395 79021 36706 65357 66431
8284 67192 50246 91079 51008 90298
8285 340 91517 77347 28170 42511
8286 32036 32326 74853 57725 97977
8287 58807 87636 39807 71722 89125
8288 24551 20924 43903 61024 11925
8289 40573 3163 46659 52173 48075
8290 59814 68440 56643 24293 41738
8291 38319 57008 63980 86022 88784
8292 81790 84680 28045 18438 75083
8293 26271 49034 27338 68943 46832
8294 78913 82558 90047 29829 25826
8295 65735 20680 69362 72044 43184
8296 76222 78234 24512 71606 58853
8297 81227 30673 5808 44218 26691
8298 35623 30043 85966 61358 38782
8299 96154 3890 33700 18025 12434
8300 49236 2326 15363 9634 24840
8301 70264 33800 3972 60572 51897
8302 68208 76532 6748 4319 50022
8303 71046 98242 11895 62788 48269
8304 46630 78404 682 88358 19765
8305 44893 80474 52777 37277 17770
8306 28108 13883 77255 67331 15009
8307 5601 14984 48387 23108 86769
8308 28802 39255 56732 42692 11278
8309 98005 6743 5246 3452 11518
8310 28564 76763 96989 49515 77129
8311 2328 80033 83813 55694 53162
8312 29731 35978 90285 54425 91831
8313 93398 97167 2026 61797 36071
8314 45926 95256 39469 72099 22143
8315 2450 16659 88493 16625 63827
8316 46266 15327 58647 86440 99661
8317 50228 39227 62751 94963 56649
8318 1510 61211 28184 43920 26180
8319 62115 42019 69272 81915 45607
8320 64116 86775 32581 78230 91366
8321 87788 35859 29474 13186 56437
8322 7571 22578 48677 31719 61046
8323 14040 1223 16290 75971 73284
8324 20 75840 12601 33474 26468
8325 43103 75382 60821 35498 32623
8326 60507 91017 81765 48563 22910
8327 86341 49116 87514 73748 38166
8328 68312 86799 68949 27666 41349
8329 3008 60027 69483 53112 87517
8330 30178 51272 79529 67574 41920
8331 52161 81257 28772 86785 70458
8332 67309 34399 43339 27379 32022
8333 12343 37533 46132 62010 43670
8334 21888 2273 52656 72724 3536
8335 24813 15820 18071 83525 4603
8336 58987 86934 74459 99320 22772
8337 87901 19812 19647 64857 46855
8338 4580 29656 39208 84694 71276
8339 8633 64837 17415 77686 62692
8340 22723 38302 45099 35144 51838
8341 34515 20471 78387 55523 66517
8342 26855 22891 51929 43835 26331
8343 80240 33737 87959 46141 36239
8344 3920 81163 92452 69367 12088
8345 43031 13279 67412 33127 87977
8346 72655 22901 44363 98485 1255
8347 13690 37604 69880 64489 19958
8348 52622 37416 73444 63589 15000
8349 34445 14471 33916 39069 24508
8350 42409 76700 46116 7181 10346
8351 95436 72544 10707 89889 56110
8352 73873 6472 46248 880 79252
8353 25826 96463 63856 31799 54336
8354 97934 53618 31130 90911 47591
8355 34210 93517 37806 24045 27053
8356 95861 77912 16316 93444 35185
8357 24736 3213 34922 50137 25333
8358 58259 4863 7105 95917 22185
8359 56109 34019 93917 30551 81355
8360 54290 58135 47026 69552 50092
8361 50764 4515 47649 3860 81743
8362 37151 81856 43359 95429 53972
8363 18105 7503 11798 70017 27174
8364 71651 1503 41333 12549 3129
8365 50508 60314 25335 81000 37861
8366 31700 9346 69572 38274 97694
8367 1459 49586 34198 76459 39715
8368 9696 72341 3450 72790 38767
8369 67465 35792 11992 53923 41152
8370 87555 38275 4745 8220 76596
8371 21144 63762 10406 67898 84702
8372 61586 17715 67546 11939 64793
8373 22941 25555 97537 60312 91890
8374 58003 62828 20151 99878 40735
8375 28665 67054 94561 31457 84595
8376 83865 64129 38615 30409 32424
8377 12831 3337 41217 14404 38841
8378 53090 50599 54432 53568 60963
8379 92867 72590 58485 21969 939
8380 12098 27431 36136 55267 99644
8381 62937 80599 37842 15945 73170
8382 5541 65754 94638 63844 23267
8383 56990 65550 97821 37071 40602
8384 76224 95876 26265 43726 77577
8385 74553 94273 27989 9581 66215
8386 85677 99268 1572 73883 40819
8387 92950 36098 34084 96960 62217
8388 20698 97406 69676 65422 63244
8389 57544 97035 98151 49049 39427
8390 63103 94965 57261 35436 71943
8391 578 45353 62389 26145 68699
8392 11583 77228 79685 37714 97793
8393 78157 91339 31145 11697 78269
8394 21497 49527 61032 70103 27114
8395 97236 27400 33902 90923 29869
8396 38726 76402 98105 68963 71074
8397 23369 52716 82881 99513 97795
8398 4909 63438 91292 58044 84872
8399 20109 83679 82541 5220 67214
8400 68033 60098 96272 86417 70336
8401 60152 51295 49385 18625 15335
8402 64067 8154 88285 40625 21414
8403 58115 66521 12435 66314 18699
8404 4804 82993 98678 60281 37833
8405 10320 29405 57118 978 36024
8406 77544 30201 77083 94990 99449
8407 70582 76567 64760 25254 90784
8408 91809 85482 32326 95823 9994
8409 98800 39734 22317 968 95744
8410 2070 27724 97088 48364 60585
8411 27585 71496 29832 12854 3011
8412 73042 14565 9698 84483 46804
8413 82907 30456 23455 66437 91202
8414 16168 90873 33578 62226 24363
8415 79931 99853 43368 31644 75622
8416 89949 5997 6358 41549 60649
8417 45401 28282 14372 17200 20180
8418 37053 78314 54163 76558 54577
8419 66198 54079 17215 81160 24986
8420 50456 17469 25136 28045 66615
8421 61340 98072 59076 49520 48938
8422 47145 74765 59470 87443 81720
8423 32307 30017 52250 32786 72066
8424 9393 5953 26733 3287 83324
8425 82710 30810 26042 82259 50919
8426 27726 21138 87915 64075 70054
8427 59371 83136 27645 97643 12838
8428 89890 33723 80593 3701 86474
8429 59405 17318 5695 26521 83554
8430 58613 45119 66158 90321 41901
8431 43227 28961 72859 22842 5463
8432 8778 31213 7918 97913 48820
8433 45345 21823 40492 94276 1527
8434 94296 76202 97828 93402 88009
8435 90996 12146 11817 14756 15682
8436 87695 18651 66837 133 85491
8437 4669 39255 85441 40961 51891
8438 24076 9226 95673 25541 43855
8439 8454 14853 15948 62014 29361
8440 13767 84406 17979 53777 27533
8441 57783 97499 17022 86288 64009
8442 48024 61545 82320 2795 11619
8443 13067 27466 61892 42212 46657
8444 38909 11507 54342 71833 61213
8445 43712 94724 20080 38832 86830
8446 35765 10050 65217 94993 70470
8447 53946 42174 58229 62510 92729
8448 73123 25090 9553 76896 40676
8449 19520 25753 77808 21775 81865
8450 75115 97853 15129 73594 26269
8451 87217 9105 96711 8922 79148
8452 50107 82736 82808 51603 35837
8453 31951 6516 18501 99607 58592
8454 93472 44542 92873 94445 4355
8455 90659 52821 81063 78011 62998
8456 64079 45382 61092 13565 51101
8457 55516 94224 32368 29211 93406
8458 86692 11937 28423 89315 57538
8459 3550 21747 41442 37087 10299
8460 84256 75343 48745 94793 51424
8461 4099 36064 43422 99467 7396
8462 59744 55508 24854 7536 55138
8463 60853 33916 98315 61636 68981
8464 3103 13278 2786 91409 10232
8465 54946 76798 33240 88588 34057
8466 12921 94502 60292 11446 70476
8467 15982 13615 70486 9073 66320
8468 65853 2529 6320 98602 83713
8469 53953 69644 2144 56614 82571
8470 72775 93078 27917 82624 66525
8471 69718 8485 76120 98083 17208
8472 89158 68209 16660 9011 50425
8473 20996 13372 66853 14051 31346
8474 48907 99580 43812 43300 95071
8475 25345 16789 13229 75064 18518
8476 16319 53473 31061 84107 72147
8477 22343 45259 14657 22956 97312
8478 60188 67493 38034 23388 3648
8479 86017 51641 30215 15237 89772
8480 41864 66068 27540 72906 4812
8481 53540 16248 51491 52201 38537
8482 55162 27046 48328 55953 90736
8483 25605 97458 1047 68144 3980
8484 332 8049 75016 7551 26982
8485 47296 12445 62604 73109 17728
8486 7180 31128 14324 9477 43719
8487 1480 4417 90820 77979 97080
8488 97942 59419 21227 77503 64783
8489 48583 55482 57392 34149 53879
8490 82466 23074 5207 31559 25180
8491 69104 31098 46738 34026 19663
8492 45716 65147 46919 756 95992
8493 83239 74776 11221 88383 36817
8494 27433 3824 48936 93605 92226
8495 31048 8453 59033 32965 48013
8496 92183 39567 90817 46948 51
8497 27506 28524 89835 97973 10502
8498 91203 17160 73719 78135 39336
8499 62343 35560 31286 71313 59177
8500 20741 67702 45219 60770 40906
8501 85742 45882 3168 14991 98598
8502 16656 28053 10020 69548 16167
8503 20602 29983 85143 92639 23558
8504 41883 51186 43910 60758 81822
8505 9841 23846 73013 53920 79898
8506 16252 54390 94214 44075 70436
8507 80750 96761 10705 23612 27174
8508 53904 9592 60646 21000 49855
8509 54721 21947 50830 43373 63511
8510 50361 54967 56975 50861 79367
8511 68895 17780 65903 33121 62922
8512 37051 39820 57803 674 22881
8513 27757 35648 39385 62339 51467
8514 32374 97119 2085 23950 64251
8515 29418 76240 57439 47175 71051
8516 42664 50815 89115 25652 40030
8517 57224 9543 41264 90395 2818
8518 15376 95905 23922 16547 84943
8519 90376 64244 76276 10934 59008
8520 96381 88229 39488 15385 86527
8521 57910 93160 51319 5551 45130
8522 30918 2411 33965 84723 15828
8523 46292 26181 75553 74710 97565
8524 4417 20440 46772 34516 18369
8525 66850 2896 25522 60555 13343
8526 14421 52553 89025 63151 95072
8527 36930 84042 88822 92842 47506
8528 89944 22883 87595 31542 35251
8529 53798 4777 85807 64565 71085
8530 15374 85027 5837 18669 15265
8531 67696 5886 43952 50472 44523
8532 25962 92430 11625 31556 65143
8533 82951 27931 69076 17360 52195
8534 46665 32830 52606 38695 50588
8535 32380 26151 37677 32785 43040
8536 47367 12493 95756 34945 26990
8537 44138 99836 30177 36302 46061
8538 33862 44725 24159 75022 80811
8539 82920 9749 57896 11348 1126
8540 78481 22992 59526 41436 79063
8541 30832 46493 22568 25582 93501
8542 91042 73481 95261 54 53737
8543 36008 17231 86014 82307 95327
8544 46458 65893 83928 92465 84483
8545 27290 52617 6172 98627 27301
8546 35697 50473 83088 34171 80046
8547 27963 3176 50278 8454 72348
8548 51252 73308 82507 4609 79526
8549 88404 96128 44515 42194 42715
8550 80726 77197 28234 10425 18418
8551 52205 22553 26401 32543 18539
8552 21878 98446 89279 52039 72197
8553 79244 70227 31552 71714 46710
8554 80506 88204 19267 83653 67337
8555 35358 37928 92046 89353 74038
8556 74035 66484 78031 16167 44627
8557 57864 52746 64826 21877 25823
8558 70660 6457 62291 90611 82903
8559 47952 11275 8100 33374 39527
8560 64993 35452 8718 74348 83805
8561 99245 19837 98401 86878 98315
8562 76928 7331 70892 87482 30983
8563 50303 5554 58348 75681 63734
8564 7817 5784 11241 96970 33745
8565 42611 28250 31343 50773 16840
8566 7874 61175 52684 3115 64503
8567 12221 26731 36660 41735 63447
8568 64311 13308 89273 79537 97518
8569 27466 49645 42011 88244 34674
8570 59632 61817 57081 52817 67606
8571 94206 32748 10427 44169 71732
8572 25789 49192 43414 2908 52213
8573 40370 70718 66420 37570 74152
8574 95017 52129 24659 43178 48304
8575 68893 42970 91299 42731 37885
8576 93564 61729 94318 20566 70785
8577 39499 44532 66811 29063 97376
8578 78711 27328 87410 822 86105
8579 37373 16231 32576 18641 7773
8580 65074 1339 71222 14236 62429
8581 69395 77666 60840 437 47966
8582 27082 46668 95620 25836 8944
8583 91627 49971 17991 9765 38785
8584 2804 64412 60315 66616 624
8585 63293 16861 85796 9495 16853
8586 43907 35187 46567 7768 759
8587 648 2544 92116 59814 43894
8588 69171 90692 63563 29926 93223
8589 40766 27276 82631 34221 21296
8590 94604 36944 11417 79020 93353
8591 87800 74994 35819 8110 4198
8592 97784 9568 94008 87762 44358
8593 40054 98375 93439 70863 12101
8594 47142 55188 73323 8235 14823
8595 77471 81476 75904 51475 49263
8596 45067 15965 28826 60506 83454
8597 25834 5597 67844 51610 80057
8598 50113 42379 10558 51444 26226
8599 95281 68345 76949 49436 5742
8600 4542 35762 15550 29186 5455
8601 91776 91063 82884 68237 98221
8602 35904 85890 84132 20234 11486
8603 27468 90916 83830 15961 45981
